GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "25000","Massachusetts",1,CAEMP25N,1900,"81","   Other services (except government and government enterprises) ","Number of jobs",196833,205368,205903,208697,212855,213571,217337,216925,213420,207688,212124,214028,220156,229317,243187,240314,240098,249986,248266,219132,226391,237506
 "25000","Massachusetts",1,CAEMP25N,2000,"...","  Government and government enterprises ","Number of jobs",457941,457676,446381,436313,437745,442523,448562,453452,452230,454570,450835,453252,455769,461457,460561,463899,463208,465786,467318,453437,453002,462386
 "25000","Massachusetts",1,CAEMP25N,2001,"...","   Federal civilian ","Number of jobs",53197,53231,52607,51310,50286,49476,49437,49515,49496,51071,48386,47442,46284,45739,45960,46309,46580,45980,46218,47671,46390,45628
 "25000","Massachusetts",1,CAEMP25N,2002,"...","   Military ","Number of jobs",22438,22881,22048,20715,19749,20222,19901,19643,19899,20525,20883,20555,20281,19857,19822,19640,19350,19118,19035,18711,18443,17404
 "25000","Massachusetts",1,CAEMP25N,2010,"...","   State and local ","Number of jobs",382306,381564,371726,364288,367710,372825,379224,384294,382835,382974,381566,385255,389204,395861,394779,397950,397278,400688,402065,387055,388169,399354
 "25000","Massachusetts",1,CAEMP25N,2011,"...","    State government ","Number of jobs",125116,120530,118893,113474,114419,116190,120271,122985,123078,124645,125042,125654,125265,128276,126403,126624,125339,126302,126016,124043,121178,122288
 "25000","Massachusetts",1,CAEMP25N,2012,"...","    Local government ","Number of jobs",257190,261034,252833,250814,253291,256635,258953,261309,259757,258329,256524,259601,263939,267585,268376,271326,271939,274386,276049,263012,266991,277066
 "25001","Barnstable, MA",1,CAEMP25N,10,"...","Total employment (number of jobs) ","Number of jobs",131337,133340,135967,138761,139159,138664,141005,139833,136756,136167,136702,139344,142566,145008,150132,151450,152558,153912,151520,141669,149112,155665
 "25001","Barnstable, MA",1,CAEMP25N,20,"..."," Wage and salary employment ","Number of jobs",95223,96696,98466,99146,98459,98227,98388,97306,94094,94029,93883,96387,98130,99589,100995,102208,103294,103712,104064,91879,97557,100869
 "25001","Barnstable, MA",1,CAEMP25N,40,"..."," Proprietors employment ","Number of jobs",36114,36644,37501,39615,40700,40437,42617,42527,42662,42138,42819,42957,44436,45419,49137,49242,49264,50200,47456,49790,51555,54796
 "25001","Barnstable, MA",1,CAEMP25N,50,"...","  Farm proprietors employment ","Number of jobs",250,256,258,260,266,266,340,324,307,293,276,259,262,261,260,255,252,253,248,249,249,249
